0.023860944,0.003,-0.773,10.005
TIME,X,Y,Z
0.02783803,0.003,-0.811,9.928
0.031815182,0.003,-0.773,9.967
0.03579203,-0.034,-0.773,9.967
0.039769057,-0.034,-0.773,9.967
0.043745976,0.003,-0.773,9.928
0.047722977,0.003,-0.735,10.005
0.051699597,0.003,-0.773,9.967
0.055676673,0.003,-0.735,10.043
0.05965329,-0.034,-0.735,10.005
0.06363028,0.003,-0.735,9.967
0.06760713,0.003,-0.735,10.005
0.07158413,0.003,-0.697,9.967
0.075560905,0.003,-0.735,9.967
0.07953752,0.003,-0.773,10.005
0.08351483,0.003,-0.773,9.967
0.08749239,-0.034,-0.773,9.967
0.091469005,0.003,-0.811,9.928
0.09544571,-0.034,-0.773,9.967
0.09942196,0.003,-0.773,9.967
0.10339843,-0.034,-0.773,9.967
0.10737496,0.003,-0.735,9.967
0.11135134,0.003,-0.735,10.005
0.115327805,0.003,-0.735,10.005
0.11930519,0.003,-0.735,9.967
0.123282224,0.042,-0.697,9.967
0.12725946,0.003,-0.735,9.967
0.13123676,0.003,-0.735,10.005
0.13521396,0.003,-0.773,9.967
0.13919033,0.003,-0.735,9.967
0.14316656,0.003,-0.773,9.967
0.14714304,0.003,-0.773,9.967
0.15112066,0.042,-0.735,10.005
0.15509765,0.003,-0.773,10.005
0.15907472,0.003,-0.773,9.967
0.16305211,0.003,-0.773,9.967
0.16702873,-0.034,-0.773,9.967
0.17100492,0.003,-0.773,9.928
0.17498177,0.003,-0.773,10.005
0.17895892,0.003,-0.735,10.005
0.18293579,0.003,-0.735,9.967
0.18691286,0.003,-0.773,9.928
0.19088972,0.003,-0.735,9.928
0.19486672,0.003,-0.735,10.043
0.19884364,0.003,-0.773,9.928
0.20282064,0.003,-0.773,9.967
0.2067978,0.003,-0.773,9.928
0.21077472,0.042,-0.773,9.967
0.2147524,0.042,-0.773,10.043
0.21872933,-0.034,-0.735,10.005
0.2227057,0.003,-0.735,10.005
0.22668202,-0.034,-0.735,10.005
0.23065862,-0.034,-0.773,9.967
0.2346357,0.003,-0.735,9.928
0.23861255,0.003,-0.735,9.928
0.2425894,0.003,-0.697,9.928
0.24656677,0.003,-0.735,9.928
0.25054383,0.003,-0.735,9.967
0.25452134,0.003,-0.735,10.005
0.2584985,0.003,-0.735,9.967
0.2624754,0.003,-0.735,9.967
0.26645175,0.003,-0.735,9.967
0.27042818,0.003,-0.735,10.005
0.27440512,0.003,-0.773,9.967
0.27838227,0.003,-0.773,10.005
0.2823592,0.003,-0.735,9.967
0.2863363,-0.034,-0.773,9.967
0.2903126,0.003,-0.773,10.005
0.2942892,0.003,-0.773,10.005
0.29826605,-0.034,-0.735,9.928
0.30224296,-0.034,-0.773,9.967
0.30621967,0.003,-0.773,10.005
0.31019673,0.003,-0.735,10.005
0.3141742,-0.034,-0.735,9.967
0.31815082,0.003,-0.697,9.967
0.32212743,0.003,-0.773,9.967
0.3261052,0.003,-0.735,9.967
0.3300828,0.003,-0.773,9.967
0.33406046,0.003,-0.735,10.005
0.33803782,0.003,-0.735,10.005
0.34201515,0.003,-0.735,9.967
0.3459919,0.003,-0.773,9.967
0.34996858,0.003,-0.773,10.005
0.35394475,-0.034,-0.735,10.005
0.35792086,-0.034,-0.773,9.967
0.36189735,0.003,-0.735,9.967
0.36587405,0.003,-0.773,9.967
0.36985153,0.003,-0.735,10.005
0.37382865,0.003,-0.735,10.005
0.37780556,-0.034,-0.735,9.967
0.38178197,0.003,-0.735,9.928
0.38575855,0.003,-0.773,10.005
0.38973588,0.003,-0.735,10.043
0.39371374,0.003,-0.735,9.967
0.3976909,0.003,-0.773,10.005
0.40166843,0.003,-0.735,9.967
0.40564582,0.003,-0.735,9.967
0.40962315,0.003,-0.735,9.967
0.4136002,0.003,-0.735,9.967
0.41757765,0.003,-0.773,10.005
0.42155415,0.003,-0.735,9.967
0.4255307,0.003,-0.735,10.005
0.42950806,0.003,-0.773,9.928
0.4334851,0.003,-0.735,9.967
0.4374623,0.003,-0.773,9.928
0.4414394,0.003,-0.773,9.928
0.44541672,-0.034,-0.735,10.005
0.44939378,0.003,-0.735,9.967
